siren,nom_pappers,classification_finale,source_classification,objet_social,code_naf,libelle_naf,forme_juridique,adresse_ligne_1,code_postal,ville,latitude,longitude,enseigne,nom_commercial,date_creation,entreprise_cessee,date_cessation,nb_etablissements_actifs,nb_etablissements_total,procedure_collective_en_cours,derniere_procedure_type,siret_siege,has_panel_data,flag_multi_etabs
309446904,PIBERGIL,MIXTE,A4_reclass,"TEINTURERIE, PRESSING, LAVERIE, BLANCHISSERIE EN LIBRE SERVICE DEPOT OU TRADITIONNEL AINSI QUE TOUS OBJETS CONNEXES",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",70 BOULEVARD AUGUSTE BLANQUI,75013,PARIS,48.83031799980184,2.347746000002699,,,1977-01-01,False,,1,1,False,,30944690400018,0,0
834160269,MA,LS_PURE_NEW,A4_reclass,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",37 BOULEVARD DE BRANDEBOURG,94200,IVRY-SUR-SEINE,48.814470999801856,2.396657000002496,,,2017-12-15,False,,3,4,False,,83416026900017,0,1
503135527,FEI DA,MIXTE,A4_reclass,"Laverie, pressing, teinturerie, blancherie, location de matériel de nettoyage, retouche.",96.01B,Blanchisserie-teinturerie de détail,"EURL, entreprise unipersonnelle à responsabilité limitée",64 RUE GUY MOQUET,75017,PARIS,48.89263199980182,2.3261540000027927,,,2008-03-01,False,,1,1,False,,50313552700011,0,0
753023829,SOFIA,MIXTE,A4_reclass,"Pressing, commerce de laverie,  nettoyage à sec de textiles, teinturerie de détail, blanchisserie, retoucherie .",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",10 GRANDE PLACE,92350,LE PLESSIS-ROBINSON,0,0,SOFIA,Sofia,2012-07-25,False,,1,1,False,,75302382900017,0,0
530682574,LAVERIK 2,LS_PURE_NEW,A4_reclass,Laverie libre service,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",13 AVENUE SAINT-EXUPERY,92320,CHATILLON,48.80829699980186,2.2981910000029036,,,2011-02-15,False,,1,1,False,,53068257400013,0,0
437625924,EURL SOK,LS_PURE_NEW,A4_reclass,Activité de laverie libre service tant en france qu'a l'etranger et généralement toutes opérations s'y rattachant directement ou indirectement,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",8 RUE MATHIS,75019,PARIS,48.890768999801814,2.3760360000025855,,,2001-01-10,False,,1,1,False,,43762592400018,0,0
437879893,NASSAR SARL,MIXTE,A4_reclass,"LA CREATION, L'ACQUISITION, LA PROPRIETE, L'EXPLOITATION SOUS TOUTES SES FORMES, LA VENTE, LA PRISE ET MISE EN GERANCE, LA PRISEA BAIL DE TOUS COMMERCES DE LAVERIE, NETTOYAGE A SEC EN LIBRE SERVICE OU NON, AINSI QUE TOUS COMMERCES Y AFFERENTS",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",70 RUE RODIER,75009,PARIS,48.881144999801826,2.3443540000027174,PRESSING RODIER,,2001-04-01,False,,1,1,False,,43787989300018,0,0
390979326,SOAPOPERA,LS_PURE_NEW,A4_reclass,Laverie automatiques avec télévision toutes opérations de toute nature s'y rattachant directement ou indirectement,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",18 RUE DU CHATEAU,92250,LA GARENNE-COLOMBES,48.905864999801835,2.253385000003095,,SOAPOPERA,1993-03-23,False,,3,6,False,,39097932600043,0,1
490269305,LAVECO,LS_PURE_NEW,A4_reclass,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",119 AVENUE DE CHOISY,75013,PARIS,48.825748999801846,2.360070000002649,,,2006-05-11,False,,1,2,False,,49026930500028,0,0
819812850,RIO,LS_PURE_NEW,A4_reclass,Laverie automatique en libre servce,96.01B,Blanchisserie-teinturerie de détail,"SAS, société par actions simplifiée",32 RUE ALBERT 1ER,92600,ASNIERES-SUR-SEINE,48.91393599980184,2.281990000002977,,,2016-04-08,False,,2,2,False,,81981285000017,0,1
879093797,LES MAISONS BLANCHES,LS_PURE_NEW,A4_reclass,"Service de laverie, organisation de mariage",96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",49 RUE DE PRONY,75017,PARIS,48.881986999801846,2.3047100000028804,,LES MAISONS BLANCHES,2019-10-21,False,,2,3,False,,87909379700030,0,1
509110599,DELTA CLEAN,MIXTE,A4_reclass,Pressing teinturerie blanchisserie laverie,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",139 RUE DE CHARONNE,75011,PARIS,48.855253999801846,2.3875930000025356,,LA TEINTURERIE,2008-11-17,False,,1,1,False,,50911059900016,0,0
839812302,I AM WINNER,LS_PURE_NEW,A4_reclass,"Laverie assistée, relais colis.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",3 LES BAS LONGCHAMPS,92220,BAGNEUX,0,0,,I AM WINNER,2018-03-21,False,,1,1,False,,83981230200017,0,0
383923679,SARL EQUATEUR,LS_PURE_NEW,A4_reclass,LAVERIE AUTOMATIQUE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",16 RUE DE LA FOLIE-MERICOURT,75011,PARIS,48.86221099980184,2.374012000002592,,,1991-12-20,False,,2,2,False,,38392367900013,0,1
542110069,LAVRILUX,MIXTE,A4_reclass,TEINTURERIE BLANCHISSERIE LAVERIE AUTOMATIQUE,96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",82 AVENUE GAMBETTA,75020,PARIS,48.86937899980181,2.402532000002475,,,1954-01-01,False,,1,1,False,,54211006900011,0,0
801277252,2S ARH,MIXTE,A4_reclass,"Laverie automatique libre service, activité de conseil et de prestation de services sous-traitance installation se rapportant à la mise en place de laverie automatique et approvisionnement de marchandises s'y rapportant, franchisage nettoyage de tout type de surface.",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",8 PLACE RHIN ET DANUBE,75019,PARIS,48.881830999801835,2.393167000002514,RS LAVERIE,I-WASH,2014-03-17,False,,1,2,False,,80127725200020,0,0
812961282,G.N LAVCLAIRE,MIXTE,A4_reclass,"Laverie, pressing, nettoyage à sec, blanchisserie automatique",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",21 RUE DE CONSTANTINOPLE,75008,PARIS,48.88006599980186,2.319873000002818,,,2015-08-07,False,,1,2,False,,81296128200025,0,0
834393837,ZEK LAV,LS_PURE_NEW,A4_reclass,Laverie automatique,96.01B,Blanchisserie-teinturerie de détail,"SASU, société par actions simplifiée unipersonnelle",5 AVENUE HENRI JEANNE,92700,COLOMBES,48.91800695864668,2.239599951148642,LE ZEPHIR,,2018-01-05,False,,2,4,False,,83439383700036,0,1
442857546,KMW INVESTISSEMENT,MIXTE,A4_reclass,"La création, l'acquisition et l'exploitation de pressings, blanchisseries, laveries et repasseries",96.01B,Blanchisserie-teinturerie de détail,"SARL, société à responsabilité limitée",19 AVENUE LONGUEIL,78600,MAISONS-LAFFITTE,48.94574402547713,2.145037973923334,,,2002-07-22,False,,1,4,False,,44285754600059,0,0
